reaction_id,log2fc,p_value,subsystem,flux_cond1,flux_cond2
GTPDPK,0.5969,0.368,Cofactor and Prosthetic Group Biosynthesis,7.5665,11.4441
FECRMR2,0.5106,0.172,Inorganic Ion Transport and Metabolism,8.1929,11.6716
GTPHs,-0.1839,0.294,Nucleotide Salvage Pathway,1.9318,1.7006
GLYCAtex,0.1144,0.418,"Transport, Outer Membrane Porin",4.7491,5.141
GLYCDx,-0.2893,0.466,Alternate Carbon Metabolism,6.3333,5.1825
GLYCK,1.5301,0.000439,Glyoxylate Metabolism,5.6976,16.4552
GTPtex,0.0294,0.714,"Transport, Outer Membrane Porin",3.2972,3.3652
GUACYC,-0.7294,0.0604,Nucleotide Salvage Pathway,8.5689,5.1685
GLYCK2,0.1186,0.69,Glycine and Serine Metabolism,9.4833,10.2957
FECRMR3,1.2571,0.0503,Inorganic Ion Transport and Metabolism,6.5861,15.7421
GLYCL,0.2903,0.604,Folate Metabolism,5.9567,7.2845
GLYCLTDx,0.7523,0.00927,Glyoxylate Metabolism,6.4965,10.943
GLYCLTDy,1.0642,0.00414,Glyoxylate Metabolism,0.9604,2.0082
GUAD,-0.403,0.235,Nucleotide Salvage Pathway,5.0427,3.8137
GUAPRT,-0.1588,0.563,Nucleotide Salvage Pathway,8.4497,7.5688
GUAt2pp,0.161,0.583,"Transport, Inner Membrane",2.0827,2.3286
GUAtex,1.0085,0.0832,"Transport, Outer Membrane",6.6856,13.4504
GUAtpp,-0.0447,0.86,"Transport, Inner Membrane",9.5535,9.2623
GUI1,0.3246,0.46,Alternate Carbon Metabolism,7.002,8.7687
GUI2,0.8194,0.207,Alternate Carbon Metabolism,5.2902,9.3353
GUR1PPpp,0.1214,0.609,Alternate Carbon Metabolism,1.517,1.6503
H2O2tex,0.312,0.429,"Transport, Outer Membrane Porin",8.6199,10.7007
H2Otex,0.617,0.15,"Transport, Outer Membrane Porin",4.3715,6.7045
H2Otpp,-0.2241,0.414,"Transport, Inner Membrane",13.6535,11.6891
H2SO,-0.1655,0.461,Inorganic Ion Transport and Metabolism,3.4053,3.0361
GLYCLTt2rpp,0.6632,0.176,"Transport, Inner Membrane",3.0706,4.8626
GLYCLTt4pp,-0.2555,0.316,"Transport, Inner Membrane",6.5168,5.4592
GLYCLTtex,-0.3536,0.176,"Transport, Outer Membrane Porin",6.2535,4.8942
GLYCTO2,-0.0879,0.583,Alternate Carbon Metabolism,4.8699,4.5822
GLYCTO3,-0.2821,0.583,Alternate Carbon Metabolism,7.0817,5.8238
GLYCTO4,-0.7639,0.213,Alternate Carbon Metabolism,4.4798,2.6381
GLYCtex,0.4291,0.312,"Transport, Outer Membrane Porin",7.3512,9.8979
GLYCtpp,-0.3847,0.47,"Transport, Inner Membrane",4.7293,3.6223
GLYK,-0.299,0.762,Alternate Carbon Metabolism,6.7668,5.5
H2St1pp,1.1879,0.0867,"Transport, Inner Membrane",9.201,20.9624
H2Stex,0.4471,0.319,"Transport, Outer Membrane Porin",2.4822,3.3841
H2tex,-0.1613,0.527,"Transport, Outer Membrane Porin",8.9757,8.0264
FECRMUtex,0.0114,0.39,Inorganic Ion Transport and Metabolism,10.4248,10.5078
H2tpp,0.0573,0.418,"Transport, Inner Membrane",4.0851,4.2505
FECRMUtpp,0.018,0.729,Inorganic Ion Transport and Metabolism,4.1707,4.2231
HACD1,1.2742,0.0192,Membrane Lipid Metabolism,0.7133,1.7252
HACD2,-0.7899,0.0929,Membrane Lipid Metabolism,4.504,2.6051
HACD3,-0.1169,0.431,Membrane Lipid Metabolism,6.4336,5.9328
HACD4,0.5655,0.212,Membrane Lipid Metabolism,7.4364,11.005
HACD5,0.859,0.0802,Membrane Lipid Metabolism,3.23,5.8588
HACD6,0.8467,0.0814,Membrane Lipid Metabolism,5.6462,10.1544
GLYOX,0.1664,0.595,Methylglyoxal Metabolism,1.7607,1.9759
GLYOX3,1.1148,0.254,Methylglyoxal Metabolism,5.133,11.1161
GLYTRS,-0.5401,0.394,tRNA Charging,7.1545,4.9204
GLYt2pp_copy1,0.6152,0.15,"Transport, Inner Membrane",8.5307,13.067
GLYt2pp_copy2,-0.4555,0.373,"Transport, Inner Membrane",8.706,6.3488
HACD7,1.1502,0.0382,Membrane Lipid Metabolism,3.4284,7.6089
HACD8,1.6175,0.0162,Membrane Lipid Metabolism,6.4879,19.9082
HADPCOADH3,0.5605,0.396,Alternate Carbon Metabolism,4.4338,6.5386
HBZOPT,0.5926,0.17,Cofactor and Prosthetic Group Biosynthesis,3.6005,5.4294
HCINNMt2rpp,0.1525,0.595,"Transport, Inner Membrane",7.2433,8.0509
FECRMabcpp,0.5192,0.355,Inorganic Ion Transport and Metabolism,4.5831,6.5683
HCINNMtex,1.5754,0.0575,"Transport, Outer Membrane Porin",6.027,17.9622
HCO3E,-0.0556,0.654,Unassigned,8.0241,7.7209
HCYSMT,0.3801,0.41,Methionine Metabolism,0.612,0.7965
GLYt4pp,-0.4459,0.295,"Transport, Inner Membrane",8.2589,6.0632
GLYtex,1.1051,0.0573,"Transport, Outer Membrane Porin",5.6887,12.2375
GMAND,-0.9147,0.0864,Cell Envelope Biosynthesis,4.812,2.5525
HCYSMT2,0.1311,0.322,Methionine Metabolism,5.5808,6.1119
GMHEPAT,0.6971,0.47,Lipopolysaccharide Biosynthesis / Recycling,3.9334,6.3772
FECRMexs,-0.3063,0.522,Inorganic Ion Transport and Metabolism,9.4955,7.679
GMHEPK,0.7764,0.261,Lipopolysaccharide Biosynthesis / Recycling,10.0593,17.2296
HDCAtexi,-0.8189,0.206,"Transport, Outer Membrane",7.8518,4.4511
HDCEAtexi,0.5326,0.153,"Transport, Outer Membrane",8.3688,12.1053
HEMEOS,-0.2687,0.531,Cofactor and Prosthetic Group Biosynthesis,5.6769,4.7123
HEPK1,0.643,0.521,Lipopolysaccharide Biosynthesis / Recycling,3.3826,5.2822
GMHEPPA,0.3197,0.303,Lipopolysaccharide Biosynthesis / Recycling,4.9406,6.1664
GMPR,-0.1829,0.79,Purine and Pyrimidine Biosynthesis,7.6634,6.7508
HEPK2,0.0736,0.822,Lipopolysaccharide Biosynthesis / Recycling,4.7714,5.0212
HEPT1,-1.0985,0.374,Lipopolysaccharide Biosynthesis / Recycling,6.3477,2.9644
FECRMtonex,-0.0706,0.449,"Transport, Outer Membrane",5.4105,5.1521
GMPS2,-0.8756,0.399,Purine and Pyrimidine Biosynthesis,6.6927,3.6476
FEENTERR1,-0.1272,0.323,Inorganic Ion Transport and Metabolism,2.9961,2.7433
GMPtex,-0.0732,0.406,"Transport, Outer Membrane Porin",7.5716,7.1968
GND,0.1754,0.382,Pentose Phosphate Pathway,2.5673,2.8992
GNK,0.1758,0.751,Alternate Carbon Metabolism,5.6097,6.3367
HEPT2,-1.523,0.25,Lipopolysaccharide Biosynthesis / Recycling,5.8408,2.0324
HEPT3,-0.0159,0.4,Lipopolysaccharide Biosynthesis / Recycling,4.0009,3.9572
HEPT4,-0.1622,0.688,Lipopolysaccharide Biosynthesis / Recycling,3.2853,2.936
HETZK,0.2805,0.329,Cofactor and Prosthetic Group Biosynthesis,5.8745,7.1355
HEX1,1.3826,7.18e-05,Glycolysis/Gluconeogenesis,6.7942,17.7152
HEX4,0.893,0.237,Alternate Carbon Metabolism,7.2378,13.4404
HEX7,0.192,0.779,Alternate Carbon Metabolism,1.8822,2.1502
GOFUCR,-0.3118,0.226,Cell Envelope Biosynthesis,1.0921,0.8798
GP4GH,-1.2476,0.012,Nucleotide Salvage Pathway,6.9678,2.9346
GPDDA1,0.3124,0.528,Glycerophospholipid Metabolism,5.4785,6.8033
HEXt2rpp,0.2562,0.464,"Transport, Inner Membrane",6.3121,7.5386
FEENTERR2,0.5469,0.274,Inorganic Ion Transport and Metabolism,0.9429,1.3775
GPDDA1pp,-0.4184,0.615,Glycerophospholipid Metabolism,0.6623,0.4956
GPDDA2,0.2832,0.319,Glycerophospholipid Metabolism,6.7063,8.1609
FEENTERR3,-0.3204,0.431,Inorganic Ion Transport and Metabolism,4.2663,3.4166
GPDDA2pp,-0.3091,0.718,Glycerophospholipid Metabolism,9.2149,7.438
HG2abcpp,-0.0305,0.329,Inorganic Ion Transport and Metabolism,7.1842,7.0337
HG2t3pp,0.5421,0.312,Inorganic Ion Transport and Metabolism,5.5185,8.0356
FEENTERabcpp,0.5402,0.202,Inorganic Ion Transport and Metabolism,5.3886,7.8358
HG2tex,0.0369,0.399,"Transport, Outer Membrane Porin",2.6373,2.7056
GPDDA3,0.1484,0.703,Glycerophospholipid Metabolism,7.2324,8.0158
GPDDA3pp,-0.3035,0.577,Glycerophospholipid Metabolism,3.4074,2.761
HISTD,-0.5115,0.479,Histidine Metabolism,1.5841,1.1113
FEENTERexs,0.9759,0.115,Inorganic Ion Transport and Metabolism,10.4489,20.552
HISTP,0.0786,0.533,Histidine Metabolism,1.7253,1.8219
HISTRS,0.7736,0.388,tRNA Charging,8.643,14.776
GPDDA4,-0.2034,0.503,Glycerophospholipid Metabolism,6.4685,5.6177
HISabcpp,0.171,0.236,"Transport, Inner Membrane",3.6436,4.1023
FEENTERtex,0.6925,0.268,Inorganic Ion Transport and Metabolism,1.7535,2.8338
GPDDA4pp,0.7389,0.212,Glycerophospholipid Metabolism,6.0697,10.1297
FEENTERtonex,0.7846,0.173,"Transport, Outer Membrane",9.8712,17.0042
GPDDA5,-0.5722,0.385,Glycerophospholipid Metabolism,3.9503,2.6569
GPDDA5pp,0.2429,0.7,Glycerophospholipid Metabolism,6.1993,7.336
HISt2rpp,0.2606,0.489,"Transport, Inner Membrane",3.2035,3.8377
HIStex,-0.2717,0.366,"Transport, Outer Membrane Porin",9.1101,7.5463
HKNDDH,-0.1173,0.624,Alternate Carbon Metabolism,13.3667,12.3229
HKNTDH,-1.1693,0.172,Alternate Carbon Metabolism,2.9534,1.3132
HMBS,0.3294,0.384,Cofactor and Prosthetic Group Biosynthesis,0.2784,0.3498
HMPK1,1.1403,0.188,Cofactor and Prosthetic Group Biosynthesis,0.2725,0.6006
HOMt2pp,-0.1857,0.307,"Transport, Inner Membrane",3.5754,3.1436
GRTT,0.0123,0.798,Cofactor and Prosthetic Group Biosynthesis,7.6096,7.6747
GRXR,-0.7403,0.54,Unassigned,4.86,2.9094
FEENTERtpp,0.1092,0.73,"Transport, Inner Membrane",6.6504,7.1733
GSNK,-1.4413,0.00924,Nucleotide Salvage Pathway,4.593,1.6913
HOMtex,-0.7069,0.175,"Transport, Outer Membrane Porin",5.0437,3.0899
GSNt2pp,-0.0417,0.713,"Transport, Inner Membrane",3.2824,3.1889
FEOXAMR1,-0.1502,0.351,Inorganic Ion Transport and Metabolism,4.1452,3.7354
GSNtex,0.5584,0.25,"Transport, Outer Membrane Porin",5.8969,8.6843
FEOXAMR2,0.9142,0.195,Inorganic Ion Transport and Metabolism,3.1969,6.0245
FEOXAMR3,0.2473,0.576,Inorganic Ion Transport and Metabolism,3.1189,3.702
GSPMDA,-0.1698,0.814,Arginine and Proline Metabolism,6.0128,5.345
FEOXAMUtex,-0.9248,0.0865,Inorganic Ion Transport and Metabolism,6.7265,3.5433
GSPMDS,0.2574,0.457,Arginine and Proline Metabolism,3.2468,3.881
FEOXAMUtpp,-0.3719,0.496,Inorganic Ion Transport and Metabolism,7.6129,5.8828
GTHOXtex,-0.1395,0.584,"Transport, Outer Membrane Porin",9.0943,8.2562
HOPNTAL,-1.2609,0.226,Alternate Carbon Metabolism,8.1438,3.3982
GTHOr,0.8352,0.174,Cofactor and Prosthetic Group Biosynthesis,6.3492,11.328
FEOXAMabcpp,0.5162,0.227,Inorganic Ion Transport and Metabolism,2.397,3.4281
GTHPi,-0.1241,0.804,Unassigned,6.7167,6.1629
HPPK2,0.3526,0.234,Cofactor and Prosthetic Group Biosynthesis,1.6025,2.0462
GTHRDHpp,0.0506,0.435,Cofactor and Prosthetic Group Biosynthesis,3.0642,3.1736
FEOXAMexs,0.2164,0.373,Inorganic Ion Transport and Metabolism,8.6774,10.0818
GTHRDabc2pp,-0.0887,0.807,"Transport, Inner Membrane",9.2626,8.7101
HPPPNDO,-0.1538,0.397,Alternate Carbon Metabolism,6.3141,5.6756
HPPPNt2rpp,0.3602,0.327,"Transport, Inner Membrane",5.2183,6.6982
FEOXAMtonex,-0.2881,0.302,"Transport, Outer Membrane",1.6235,1.3296
HPPPNtex,-0.7216,0.223,"Transport, Outer Membrane Porin",1.3769,0.835
HPYRI,-0.9322,0.341,Alternate Carbon Metabolism,0.4677,0.2451
HPYRRx,0.2824,0.691,Alternate Carbon Metabolism,8.9715,10.9111
HPYRRy,-0.5504,0.491,Alternate Carbon Metabolism,0.8448,0.5769
HSDy,-0.2425,0.575,Threonine and Lysine Metabolism,5.8165,4.9167
GTHRDabcpp,-0.0693,0.714,"Transport, Inner Membrane",1.0753,1.0249
GTHRDtex,0.3784,0.436,"Transport, Outer Membrane Porin",1.1196,1.4554
GTHS,-0.4717,0.416,Cofactor and Prosthetic Group Biosynthesis,4.289,3.0928
GTPCI,0.4411,0.417,Cofactor and Prosthetic Group Biosynthesis,3.3343,4.5266
GTPCII2,-0.7316,0.146,Cofactor and Prosthetic Group Biosynthesis,0.4388,0.2643
FEROpp,0.0863,0.44,Inorganic Ion Transport and Metabolism,3.4941,3.7095
HSK,-0.7839,0.327,Threonine and Lysine Metabolism,5.4835,3.1847
HSST,-0.4356,0.336,Methionine Metabolism,2.8698,2.1219
INStex,0.5832,0.201,"Transport, Outer Membrane",6.3703,9.5441
FESD1s,-0.2019,0.439,Cofactor and Prosthetic Group Biosynthesis,3.7129,3.228
IPDDI,0.3974,0.242,Cofactor and Prosthetic Group Biosynthesis,2.4642,3.2457
IPDPS,-0.7313,0.133,Cofactor and Prosthetic Group Biosynthesis,7.1253,4.2919
HSTPT,0.2656,0.504,Histidine Metabolism,11.9297,14.3407
HXAND,-0.725,0.0806,Nucleotide Salvage Pathway,3.4654,2.0966
HXAtex,-0.0232,0.798,"Transport, Outer Membrane Porin",10.9527,10.7778
IPMD,-0.4036,0.643,"Valine, Leucine, and Isoleucine Metabolism",3.7476,2.833
FESD2s,-0.7,0.242,Cofactor and Prosthetic Group Biosynthesis,7.5149,4.6259
IPPMIa,0.5575,0.336,"Valine, Leucine, and Isoleucine Metabolism",9.751,14.3504
FESR,0.3644,0.368,Cofactor and Prosthetic Group Biosynthesis,6.1801,7.956
IPPMIb,-0.0315,0.423,"Valine, Leucine, and Isoleucine Metabolism",6.0203,5.8901
HXCT,0.6632,0.324,Alternate Carbon Metabolism,5.8017,9.1873
LIPAabctex,0.8911,0.281,Lipopolysaccharide Biosynthesis / Recycling,1.3887,2.5755
HXPRT,0.4487,0.0964,Nucleotide Salvage Pathway,6.4159,8.7562
HYD1pp,-2.5585,1.93e-06,Oxidative Phosphorylation,5.9308,1.0068
IPPS,-0.591,0.546,"Valine, Leucine, and Isoleucine Metabolism",6.5663,4.3592
ISETACabcpp,0.5315,0.212,"Transport, Inner Membrane",2.3196,3.3527
ISETACtex,-0.9818,0.0874,"Transport, Outer Membrane Porin",5.2666,2.6666
K2L4Aabcpp,-0.0186,0.335,"Transport, Inner Membrane",6.9436,6.8546
K2L4Aabctex,-0.7612,0.533,Lipopolysaccharide Biosynthesis / Recycling,4.9125,2.8984
KARA1,0.5995,0.594,"Valine, Leucine, and Isoleucine Metabolism",2.4273,3.6778
HYD2pp,-2.6774,2.5e-06,Oxidative Phosphorylation,5.587,0.8734
HYD3pp,-2.4979,1.42e-06,Oxidative Phosphorylation,8.2572,1.4618
LIPOCT,0.2246,0.635,Cofactor and Prosthetic Group Biosynthesis,2.7283,3.1879
HYPOE,0.3844,0.349,Cofactor and Prosthetic Group Biosynthesis,5.0285,6.5637
KARA2,0.1652,0.82,"Valine, Leucine, and Isoleucine Metabolism",4.6918,5.2612
KAS14,0.4486,0.118,Membrane Lipid Metabolism,5.1136,6.9787
KAS15,-1.1121,0.0433,Membrane Lipid Metabolism,0.7529,0.3483
LIPOS,0.5382,0.181,Cofactor and Prosthetic Group Biosynthesis,0.7404,1.0752
KDOCT2,-0.3731,0.453,Lipopolysaccharide Biosynthesis / Recycling,1.2398,0.9573
KDOPP,-1.2184,0.386,Lipopolysaccharide Biosynthesis / Recycling,5.0856,2.1856
HYXNtex,0.4969,0.233,"Transport, Outer Membrane Porin",9.9951,14.1048
HYXNtpp,0.4876,0.344,"Transport, Inner Membrane",3.6964,5.1827
Htex,0.1157,0.286,"Transport, Outer Membrane Porin",3.4267,3.7129
KDOPS,0.2825,0.316,Lipopolysaccharide Biosynthesis / Recycling,7.2351,8.8004
LIPOt2pp,-1.2039,0.0881,"Transport, Inner Membrane",0.9903,0.4299
KG6PDC,-0.2465,0.414,Alternate Carbon Metabolism,2.3429,1.9749
Kabcpp,-0.482,0.342,Inorganic Ion Transport and Metabolism,0.5058,0.3621
Kt2pp,0.1616,0.674,Inorganic Ion Transport and Metabolism,4.3046,4.8149
Kt3pp,0.5046,0.298,Inorganic Ion Transport and Metabolism,8.9428,12.6872
Ktex,1.1176,0.119,"Transport, Outer Membrane Porin",5.3345,11.575
L_LACD2,-2.5821,1.74e-06,Oxidative Phosphorylation,6.9731,1.1645
I2FE2SR,-0.8606,0.154,Cofactor and Prosthetic Group Biosynthesis,6.4277,3.5399
I2FE2SS,0.4076,0.478,Cofactor and Prosthetic Group Biosynthesis,3.7882,5.0251
I2FE2SS2,0.9743,0.239,Cofactor and Prosthetic Group Biosynthesis,9.1908,18.0572
I2FE2ST,0.5688,0.186,Cofactor and Prosthetic Group Biosynthesis,6.3318,9.3921
I4FE4SR,-0.3087,0.412,Cofactor and Prosthetic Group Biosynthesis,7.3235,5.9128
I4FE4ST,-0.3034,0.458,Cofactor and Prosthetic Group Biosynthesis,5.1729,4.1918
ICDHyr,-1.6934,1.83e-05,Citric Acid Cycle,3.7895,1.1717
ICHORS_copy1,1.3065,0.102,Cofactor and Prosthetic Group Biosynthesis,7.4926,18.532
ICHORS_copy2,0.0002,0.588,Cofactor and Prosthetic Group Biosynthesis,6.6867,6.6877
ICHORT,0.3839,0.237,Cofactor and Prosthetic Group Biosynthesis,7.0779,9.2359
ICL,0.9747,0.0106,Anaplerotic Reactions,7.626,14.9867
ICYSDS,-0.0362,0.846,Cofactor and Prosthetic Group Biosynthesis,3.5321,3.4445
IDOND,0.0166,0.389,Alternate Carbon Metabolism,8.4288,8.5266
IDOND2,-0.4346,0.399,Alternate Carbon Metabolism,7.9276,5.8655
IDONt2rpp,0.1311,0.634,"Transport, Inner Membrane",1.3284,1.4547
L_LACD3,-1.7126,8.23e-06,Oxidative Phosphorylation,5.8812,1.7945
L_LACt2rpp,0.1486,0.671,"Transport, Inner Membrane",2.414,2.6759
L_LACtex,-0.2952,0.281,"Transport, Outer Membrane Porin",10.7948,8.7976
LA4NTpp,0.0121,0.682,Lipopolysaccharide Biosynthesis / Recycling,4.3202,4.3566
LACZ,-1.0931,0.37,Alternate Carbon Metabolism,10.4613,4.9038
LACZpp,0.2434,0.676,Alternate Carbon Metabolism,9.4825,11.225
LADGMDH,-0.0411,0.541,Murein Recycling,5.1372,4.9928
LALADGLUtex,0.6195,0.206,"Transport, Outer Membrane Porin",3.6712,5.6404
IDONtex,0.7365,0.195,"Transport, Outer Membrane Porin",7.8002,12.996
IG3PS,-0.1857,0.416,Histidine Metabolism,2.1392,1.8808
LALADGLUtpp,0.4674,0.23,"Transport, Inner Membrane",5.4653,7.5565
LIPOtex,-0.5079,0.345,"Transport, Outer Membrane Porin",3.7279,2.6217
LALALGLUtex,-0.9603,0.136,"Transport, Outer Membrane Porin",12.3331,6.3386
LALALGLUtpp,0.0445,0.425,"Transport, Inner Membrane",0.7844,0.8089
IGPDH,1.0944,0.357,Histidine Metabolism,6.3809,13.6243
IGPS,-0.1508,0.472,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.2164,2.8972
LPADSS,-0.1475,0.331,Lipopolysaccharide Biosynthesis / Recycling,12.2518,11.0608
ILETA,0.9078,0.249,"Valine, Leucine, and Isoleucine Metabolism",9.3565,17.5545
ILETRS,0.3094,0.313,tRNA Charging,11.3701,14.0896
ILEabcpp,0.4784,0.271,"Transport, Inner Membrane",5.1694,7.2018
ILEt2rpp,0.2951,0.205,"Transport, Inner Membrane",3.3044,4.0545
ILEtex,-0.4744,0.371,"Transport, Outer Membrane Porin",10.5087,7.564
IMPC,0.511,0.66,Purine and Pyrimidine Biosynthesis,6.6193,9.4325
LALDO2x,-0.8377,0.18,Methylglyoxal Metabolism,0.4715,0.2638
LALDO3,-0.3287,0.739,Methylglyoxal Metabolism,5.9771,4.7595
LALGP,0.2303,0.45,Murein Recycling,5.7838,6.785
LCADi,0.2094,0.345,Alternate Carbon Metabolism,0.1067,0.1234
LCARR,-0.9501,0.217,Methylglyoxal Metabolism,2.0814,1.0773
LCARS,-0.9539,0.239,Alternate Carbon Metabolism,7.5089,3.8764
IMPD,0.8227,0.348,Purine and Pyrimidine Biosynthesis,4.1676,7.371
IMPtex,-0.0481,0.66,"Transport, Outer Membrane Porin",4.0196,3.8878
INDOLEt2pp,1.4946,0.0332,"Transport, Inner Membrane",0.7387,2.0814
INDOLEt2rpp,0.9478,0.14,"Transport, Inner Membrane",12.5581,24.224
INDOLEtex,0.317,0.328,"Transport, Outer Membrane Porin",4.3491,5.4178
INOSTt4pp,-0.1695,0.238,"Transport, Inner Membrane",6.6861,5.945
INSH,-0.0161,0.889,Nucleotide Salvage Pathway,5.2056,5.1479
INSK,0.9499,0.0531,Nucleotide Salvage Pathway,3.3265,6.4258
INSTtex,0.9223,0.135,"Transport, Outer Membrane Porin",6.7052,12.7071
LCTSt3ipp,-0.1477,0.719,"Transport, Inner Membrane",2.2077,1.9929
LCTStex,0.2832,0.386,"Transport, Outer Membrane Porin",1.1343,1.3804
LCTStpp,-0.9104,0.112,"Transport, Inner Membrane",5.1882,2.7604
INSt2pp_copy1,0.6719,0.296,"Transport, Inner Membrane",3.2568,5.1885
LDH_D,1.5686,7.05e-05,Pyruvate Metabolism,0.217,0.6437
LPLIPAL1A120pp,-0.7134,0.37,Glycerophospholipid Metabolism,4.2651,2.6012
LDH_D2,-2.1146,1.15e-06,Oxidative Phosphorylation,12.2941,2.8387
LEUTAi,0.1297,0.732,"Valine, Leucine, and Isoleucine Metabolism",9.1277,9.9861
LEUTRS,-0.65,0.379,tRNA Charging,11.5572,7.3652
INSt2pp_copy2,-0.0977,0.699,"Transport, Inner Membrane",4.5605,4.262
LEUabcpp,0.2318,0.52,"Transport, Inner Membrane",6.8924,8.0939
LPLIPAL1A140pp,0.3515,0.278,Glycerophospholipid Metabolism,6.4283,8.2017
LEUt2rpp,1.067,0.0898,"Transport, Inner Membrane",1.9274,4.0381
LEUtex,0.2714,0.272,"Transport, Outer Membrane Porin",0.8338,1.0064
LYStex,0.7339,0.111,"Transport, Outer Membrane Porin",5.4484,9.0615
LYXI,0.0178,0.48,Alternate Carbon Metabolism,3.9293,3.9781
LGTHL,0.2222,0.658,Methylglyoxal Metabolism,6.0215,7.0242
LPLIPAL1A141pp,-0.4978,0.534,Glycerophospholipid Metabolism,1.6984,1.2028
LIPACabcpp,-0.311,0.486,Lipopolysaccharide Biosynthesis / Recycling,3.6072,2.9078
LIPAHT2ex,0.5004,0.518,Lipopolysaccharide Biosynthesis / Recycling,3.5032,4.9558
LIPAHTex,0.1498,0.518,Lipopolysaccharide Biosynthesis / Recycling,6.2858,6.9735
LIPAMPL,0.4767,0.457,Cofactor and Prosthetic Group Biosynthesis,8.549,11.8966
LIPATPT,0.483,0.298,Cofactor and Prosthetic Group Biosynthesis,9.5468,13.3429
LIPAabcpp,-1.6962,0.201,Lipopolysaccharide Biosynthesis / Recycling,9.4277,2.9093
LYXt2pp,-0.0733,0.545,"Transport, Inner Membrane",3.5064,3.3328
LYXtex,-0.1499,0.668,"Transport, Outer Membrane Porin",7.0239,6.3308
M1PD,0.0286,0.787,Alternate Carbon Metabolism,10.6442,10.8574
MACPD,0.3916,0.21,Membrane Lipid Metabolism,4.5559,5.9764
MALCOAMT,-0.1802,0.529,Cofactor and Prosthetic Group Biosynthesis,0.4226,0.373
MALDDH,0.4446,0.564,Alternate Carbon Metabolism,5.5177,7.5092
MALDt2_2pp,-0.2202,0.625,"Transport, Inner Membrane",3.7699,3.2363
LPLIPAL1A160pp,0.123,0.426,Glycerophospholipid Metabolism,3.5934,3.9132
MALDtex,0.9887,0.116,"Transport, Outer Membrane Porin",11.1937,22.2126
MALS,0.7616,0.0348,Anaplerotic Reactions,6.6417,11.2599
MALTATr,-0.2831,0.332,Alternate Carbon Metabolism,5.4083,4.4446
MELIBt2pp,-0.0187,0.358,"Transport, Inner Membrane",9.7864,9.6606
LPLIPAL1A161pp,0.9415,0.269,Glycerophospholipid Metabolism,3.2796,6.2987
MELIBt3ipp,0.3384,0.528,"Transport, Inner Membrane",2.5713,3.251
MELIBtex,-0.1433,0.33,"Transport, Outer Membrane Porin",6.6277,6.0009
MALTHXabcpp,-0.3488,0.325,"Transport, Inner Membrane",5.7416,4.5085
MALTHXtexi,-0.0099,0.582,"Transport, Outer Membrane",1.3839,1.3744
MALTPTabcpp,0.3489,0.205,"Transport, Inner Membrane",7.3076,9.3067
LPLIPAL1A180pp,-0.5229,0.509,Glycerophospholipid Metabolism,5.3393,3.7161
MALTPTtexi,0.012,0.405,"Transport, Outer Membrane",5.2845,5.3288
MEOHtex,-0.0791,0.799,"Transport, Outer Membrane Porin",5.2031,4.9255
MEOHtrpp,-0.4536,0.31,"Transport, Inner Membrane",9.9841,7.2908
MEPCT,-0.2536,0.526,Cofactor and Prosthetic Group Biosynthesis,8.6341,7.2423
MALTTRabcpp,0.2327,0.231,"Transport, Inner Membrane",5.3422,6.2774
MALTTRtexi,0.8761,0.126,"Transport, Outer Membrane",9.1795,16.8485
LPLIPAL1A181pp,0.2845,0.588,Glycerophospholipid Metabolism,7.1504,8.7089
MALTTTRabcpp,0.6069,0.251,"Transport, Inner Membrane",0.1817,0.2767
MALTTTRtexi,0.0914,0.446,"Transport, Outer Membrane",5.8742,6.2585
MALTabcpp,0.146,0.305,"Transport, Inner Membrane",7.201,7.9678
METAT,-0.4207,0.38,Methionine Metabolism,12.5373,9.3658
METDabcpp,0.397,0.303,"Transport, Inner Membrane",11.2494,14.8133
METDtex,-0.1927,0.376,"Transport, Outer Membrane Porin",6.0223,5.2692
METOX1s,0.6822,0.352,Methionine Metabolism,6.411,10.2868
METOX2s,0.209,0.371,Methionine Metabolism,9.0002,10.4033
MALTptspp,1.126,0.104,"Transport, Inner Membrane",5.1972,11.343
MALTtexi,-0.2166,0.6,"Transport, Outer Membrane",1.7709,1.524
LPLIPAL1E120pp,-0.1899,0.74,Glycerophospholipid Metabolism,4.2933,3.7637
MALt2_2pp,0.1062,0.735,"Transport, Inner Membrane",8.6796,9.3424
MALt2_3pp,0.4023,0.39,"Transport, Inner Membrane",3.3948,4.4867
METS,-0.445,0.661,Methionine Metabolism,5.2691,3.8705
METSOX1abcpp,0.7662,0.225,"Transport, Inner Membrane",1.6626,2.8277
METSOX1tex,-0.6621,0.171,"Transport, Outer Membrane Porin",1.9922,1.259
MALt3pp,-0.1966,0.235,"Transport, Inner Membrane",8.8902,7.7577
METSOX2abcpp,1.3699,0.0668,"Transport, Inner Membrane",9.1493,23.6467
MALtex,1.0396,0.0887,"Transport, Outer Membrane Porin",8.1548,16.7637
LPLIPAL1E140pp,0.3728,0.362,Glycerophospholipid Metabolism,5.3203,6.8888
MAN1PT2,-1.4451,0.0201,Cell Envelope Biosynthesis,12.1019,4.4448
MAN6PI,0.3485,0.316,Alternate Carbon Metabolism,2.5643,3.2651
LPLIPAL1E141pp,0.8,0.361,Glycerophospholipid Metabolism,0.2885,0.5024
